species,avg,stdev,habitat,tipping_pt
buhvir,0.09997175539277299,6.538651681026917e-4,Forest,NA
bulori,0.09999090790438578,5.279686512428051e-4,Forest,NA
burowl,0.10002124321797234,0.0010014025632276286,Grasslands,NA
bushti,0.1000032030911877,0.0011372727554331413,Forest,NA
buwtea,0.10005097044193513,0.0010701951079411939,Water/wetland,NA
buwwar,0.10014773198233162,0.001143247228212691,Forest,NA
cacgoo1,0.1001078770745955,0.002082162396326836,Water/wetland,NA
cacwre,0.09990950815803927,0.0016818860689732117,Aridlands,NA
calgul,0.09960765555058118,0.02976466368266078,Water/wetland,NA
calhum,0.10007621317709962,0.0013621253821671907,Forest,NA
calqua,0.09990593762393958,0.0013889677221206348,Aridlands,NA
calthr,0.09999674942851015,0.003596550447288612,Aridlands,NA
caltow,0.09986556065478454,0.0028195900646333823,Aridlands,NA
camwar,0.09999635631047188,8.541714402137661e-4,Forest,NA
cangoo,0.10001613821110256,6.873799416298476e-4,Water/wetland,NA
cantow,0.09991265611826065,0.0019127380948567192,Aridlands,NA
canvas,0.10007762512686463,0.012563403000703114,Water/wetland,NA
canwar,0.09996587767474803,9.935612371000096e-4,Forest,Tipping Point
canwre,0.09974470823094972,0.0017815629076864,Aridlands,NA
carchi,0.1000858679113842,6.210780640932002e-4,Forest,NA
carwre,0.10007259253392277,5.367984487240198e-4,Forest,NA
casfin,0.10005359159895873,9.62530973912772e-4,Forest,NA
caskin,0.09999709289147089,0.0011613797163708885,Forest,NA
casspa,0.09994815431341068,0.0011479393673407576,Grasslands,NA
caster1,0.09383498984596177,0.007521760076428548,Water/wetland,NA
casvir,0.10005290951058056,8.706141388621519e-4,Forest,NA
categr,0.10016901603083148,0.003172417582017616,Water/wetland,NA
cavswa,0.10015613468287773,0.0013432251535155037,Aridlands,NA
cedwax,0.10006423337384918,2.8965157028944114e-4,Forest,NA
cerwar,0.10030405295338286,0.0024747518828388566,Forest,Tipping Point
chbchi,0.10000189253360088,0.0016471667062364754,Forest,NA
chclon,0.09999387890274944,0.0012426569018553955,Grasslands,Tipping Point
chirav,0.09990177956706418,0.002003288970810628,Aridlands,NA
chispa,0.10002646048045286,3.0584651536639455e-4,Forest,NA
chiswi,0.10014693111815212,0.0019103093661655812,Forest,Tipping Point
chswar,0.10012602408744406,7.821808913912756e-4,Forest,NA
chwwid,0.10016237127448185,8.733413081599501e-4,Forest,NA
cintea,0.10013521275682292,0.00170155210449511,Water/wetland,NA
clagre,0.09886855476529502,0.008169851245897062,Water/wetland,Tipping Point
clanut,0.09983622107716476,0.0013813353445887111,Forest,NA
clcspa,0.10002399345766441,7.053183815721699e-4,Grasslands,NA
cliswa,0.10005493293142115,4.398948134011182e-4,Habitat Generalist,NA
cogdov,0.10002147899348139,0.0019332937845678356,Aridlands,NA
comgal1,0.09998982515885649,0.003955312326376984,Water/wetland,NA
comgol,0.09929828657689814,0.0029526855696579823,Water/wetland,NA
comgra,0.10083887083727919,0.008718523291385819,Habitat Generalist,NA
comloo,0.09787907824316036,0.002294535813179364,Water/wetland,NA
commer,0.09923898822963692,0.004888667650374992,Water/wetland,NA
comnig,0.1000309830000475,4.39254557835391e-4,Habitat Generalist,NA
compoo,0.09993751799131621,9.233730790616057e-4,Aridlands,NA
comrav,0.09975997830002624,3.6165960298129636e-4,Habitat Generalist,NA
comred,0.09988834543879688,5.816400970861203e-4,Water/wetland,NA
comter,0.08541109189812741,0.015219255037021193,Water/wetland,NA
comyel,0.10007560804023105,3.5302452112232467e-4,Habitat Generalist,NA
conwar,0.1000647332665109,0.003188089565586721,Forest,NA
coohaw,0.10003940492425237,2.832176059763427e-4,Forest,NA
corfly,0.0999196366208302,0.0014491683318089707,Forest,NA
coshum,0.0999433141466697,0.0020563298047396035,Aridlands,NA
coukin,0.1002988719841164,0.0033503033520861187,Aridlands,NA
cowscj1,0.09990022209691242,0.0019292338268514168,Forest,NA
crithr,0.09965366544307244,0.0018325766939051194,Aridlands,NA
cubthr,0.09994707305032652,0.0019977075094929986,Aridlands,NA
daejun,0.09998721110384322,2.4491870707473633e-4,Forest,NA
dickci,0.10007295770426043,6.52081671382537e-4,Grasslands,NA
doccor,0.09834175411006914,0.005088945582286838,Water/wetland,NA
dowwoo,0.10006300645269642,3.82538861668691e-4,Forest,NA
dunlin,0.09836429052575138,0.005749163133298637,Water/wetland,NA
dusfly,0.10001046212538353,6.995276513692229e-4,Forest,NA
dusgro,0.09987341989242708,0.00172934682668414,Forest,NA
eargre,0.10125840046037148,0.01162712599644077,Water/wetland,NA
easblu,0.1000527753039569,3.86527807504569e-4,Forest,NA
easkin,0.10006340006817138,4.903698538256299e-4,Grasslands,NA
easmea,0.09994535327448294,6.140747919339066e-4,Grasslands,NA
easowl1,0.10010705091294805,6.968998361341395e-4,Forest,NA
easpho,0.10006313860343147,3.863690243924387e-4,Forest,NA
eastow,0.10006316511350369,5.294280746226228e-4,Forest,NA
easwpw1,0.10029332931768059,0.0010971065621996458,Forest,Tipping Point
eawpew,0.10005184390310608,4.566258168930682e-4,Forest,NA
evegro,0.1000714379604133,9.164237231893198e-4,Forest,Tipping Point
ferhaw,0.10005291995095089,8.363554528152692e-4,Grasslands,NA
fiespa,0.09999090105999897,4.669389971641886e-4,Forest,NA
fiscro,0.09999471115910502,0.0017539570293767877,Habitat Generalist,NA
forter,0.09739653121047463,0.003684582378870394,Water/wetland,NA
foxspa,0.09981018245906602,4.574603522955742e-4,Forest,NA
fragul,0.10021127888314953,0.005560767850481594,Water/wetland,NA
fuwduc,0.10103573160485407,0.005610756444039023,Water/wetland,NA
gadwal,0.10008810563834547,0.001060568382364853,Water/wetland,NA
gamqua,0.09968176234999745,0.001959246037289106,Aridlands,NA
gbbgul,0.08890615597911129,0.010042117905494575,Water/wetland,Tipping Point
gilfli,0.09941366716597713,0.004368425341812252,Aridlands,NA
gilwoo,0.09970917570134588,0.0033289625009419767,Aridlands,NA
gloibi,0.10080515486635747,0.004438158311479299,Water/wetland,NA
gnttow,0.09996028462529893,7.325222617278515e-4,Aridlands,NA
gnwtea,0.10022243471456743,0.001975911046077667,Water/wetland,NA
gockin,0.09999215261748559,4.274672233913642e-4,Forest,NA
gocspa,0.09976439283575443,9.509724907252418e-4,Water/wetland,NA
gofwoo,0.10010671359065781,0.0022326738837295623,Aridlands,NA
goleag,0.09987330410117454,9.483190281520945e-4,Habitat Generalist,NA
gowwar,0.10017017869223671,0.0014090711306756218,Forest,Tipping Point
graspa,0.09997248647954454,7.315869823217126e-4,Grasslands,NA
grawar,0.09998842757184463,0.003144294894913512,Forest,Tipping Point
grbani,0.1005224496902077,0.0053994893394921405,Habitat Generalist,NA
grbher3,0.09981997075570817,6.012577308827713e-4,Water/wetland,NA
grcfly,0.10002264420967953,4.1286012061880653e-4,Forest,NA
greegr,0.09987171000648161,0.001476836117568164,Water/wetland,NA
greroa,0.09991776673078469,0.0013386720178069059,Aridlands,NA
gresca,0.09825673180639195,0.0045370083659963265,Water/wetland,NA
greyel,0.09997440764707063,0.0011504316641989224,Water/wetland,NA
grhowl,0.09997821118840058,3.9320263700617843e-4,Habitat Generalist,NA
grnher,0.1000292115753127,6.474967971724505e-4,Water/wetland,NA
grnjay,0.10034386685569445,0.003696112158674956,Aridlands,NA
grpchi,0.10016819366435335,0.0020154112356646717,Grasslands,NA
grtgra,0.10017154235523947,0.002543224329059071,Habitat Generalist,NA
grycat,0.10004724953202115,4.5164332250509885e-4,Forest,NA
gryfly,0.09995098566025011,7.511577091354745e-4,Forest,NA
gryjay,0.09983076346369338,9.792447182511291e-4,Forest,NA
grykin,0.09886857545050588,0.014655160031528964,Forest,NA
gryvir,0.1000990845992645,0.0019781983236794665,Forest,NA
gwfgoo,0.10009317977236672,0.0012921309721445815,Water/wetland,NA
gycthr,0.09987464142809607,7.481975893131456e-4,Forest,NA
haiwoo,0.10005331165914104,4.45130841805857e-4,Forest,NA
hamfly,0.09999594480461516,8.553025666522053e-4,Forest,NA
harduc,0.084470751271923,0.003195561808174864,Water/wetland,NA
harspa,0.10003936871605591,9.296169581372738e-4,Water/wetland,Tipping Point
henspa,0.10018428743329484,0.001848363190057824,Grasslands,Tipping Point
heptan,0.0995557598728631,0.0033425802832478925,Forest,NA
hergul,0.0984133750800262,0.005086618517616395,Water/wetland,NA
herthr,0.09988625973573247,4.177794672828811e-4,Forest,NA
herwar,0.09993204757383747,0.0020719033598479877,Forest,NA
hoared,0.0993962382766385,0.0012079469263800609,Water/wetland,NA
hoomer,0.10031274767253452,0.001318289890460428,Water/wetland,NA
hooori,0.10003876149940169,0.0021840366844699134,Aridlands,NA
hoowar,0.100262451361158,0.0011057119576556142,Forest,NA
horgre,0.09815956136349668,0.0022093754108092746,Water/wetland,NA
horlar,0.10001078058092266,7.798722358325798e-4,Grasslands,NA
houfin,0.1000316168974915,9.264815595674255e-4,Habitat Generalist,NA
houwre,0.10004457674015067,3.091798543654183e-4,Forest,NA
hrshaw,0.10045378377006856,0.003300081112424812,Aridlands,NA
hudgod,0.10059793456860792,0.002141928272417439,Water/wetland,Tipping Point
hutvir,0.09993005640855358,0.0022029898189972197,Forest,NA
incdov,0.10037562770182049,0.009237592296101244,Aridlands,NA
indbun,0.10001890896425761,5.474464472854299e-4,Forest,NA
juntit1,0.09994500307257738,0.0018024156153396665,Forest,NA
kenwar,0.10021828438281113,9.90454671924396e-4,Forest,NA
killde,0.1000782620565382,6.367688686233624e-4,Habitat Generalist,NA
kineid,0.08944226595598795,0.004506938659787294,Water/wetland,Tipping Point
kinrai4,0.09989501802475884,0.004066926587321436,Water/wetland,Tipping Point
labwoo,0.09994362265964782,0.0011404735389823556,Aridlands,NA
laplon,0.09972449231050723,0.0014515718509743424,Water/wetland,NA
larbun,0.09992735371746239,0.0011263947457667944,Grasslands,NA
larspa,0.09999218795751239,4.536004558249831e-4,Grasslands,NA
lawgol,0.09987561356889213,0.0024696911524048114,Aridlands,NA
lazbun,0.09997792301718837,5.794636198682672e-4,Forest,NA
leabit,0.09981383843075253,0.003177912963916619,Water/wetland,NA
leafly,0.10008135761790343,5.57039179403497e-4,Forest,NA
leasan,0.09998263504269475,0.001604579003829695,Water/wetland,NA
lecspa,0.10006697620639649,9.306307750813804e-4,Grasslands,Tipping Point
lecthr,0.10069700924583685,0.003913418642611498,Aridlands,Tipping Point
lesgol,0.09992326878514504,9.049196359995174e-4,Forest,NA
lesnig,0.09996298279559637,0.0015175426906354223,Aridlands,NA
lessca,0.09989421144324284,0.0038269329626670033,Water/wetland,NA
lesyel,0.10006907356185396,0.0017362693788837145,Water/wetland,Tipping Point
lewwoo,0.10005068838539048,0.0015413657444866297,Forest,NA
libher,0.10006986401123118,0.0017805666265032552,Water/wetland,NA
limpki,0.10091188763939542,0.007561587726290032,Water/wetland,NA
linspa,0.09998300538714437,0.00028250513241987547,Forest,NA
lobcur,0.1001090450679358,0.0027144512085608844,Grasslands,NA
lobdow,0.10025202433786583,0.0029791254096270463,Water/wetland,Tipping Point
lobthr,0.10021807066558722,0.0034476599270499577,Aridlands,NA
loeowl,0.10025172888877865,0.0010914571499183556,Forest,NA
logshr,0.10000842706186089,4.7681949424322275e-4,Grasslands,NA
lotduc,0.08824374195655331,0.008763015756620834,Water/wetland,NA
louwat,0.10007807393329791,8.530388433805434e-4,Forest,NA
lucwar,0.09975642410809286,0.00206084150932368,Aridlands,NA
macwar,0.10001541754959033,5.849452451090224e-4,Forest,NA
magwar,0.1000215618826797,5.242224247874848e-4,Forest,NA
mallar3,0.09990748421796167,0.002014166990051696,Water/wetland,NA
margod,0.10084499998019718,0.011335327392109382,Water/wetland,NA
marwre,0.09998008408316944,9.94637566228863e-4,Water/wetland,NA
mcclon,0.09983198983132241,0.0021738242353464892,Grasslands,Tipping Point
merlin,0.0999084732628588,3.3880050009121084e-4,Habitat Generalist,NA
mewgul,0.08870303941945167,0.013290601307288376,Water/wetland,NA
mexjay4,0.09971260060535599,0.006548591273768751,Forest,NA
miskit,0.09996952319095807,0.0010041755609562486,Forest,NA
motduc,0.09967797508290317,0.004859622496343633,Water/wetland,Tipping Point
moublu,0.09997703651032826,5.947687870807319e-4,Forest,NA
mouchi,0.09997663185751497,0.0011531193021106032,Forest,NA
moudov,0.10001322049677784,3.775390544368479e-4,Habitat Generalist,NA
mouplo,0.1001204132106929,0.005837439396326804,Grasslands,Tipping Point
mouqua,0.10004856789864693,0.00244144832126899,Forest,NA
mouwar,0.10021875662944961,0.0013050599676469048,Forest,Tipping Point
naswar,0.10005644736223865,5.039523214156059e-4,Forest,NA
nopowl,0.1002418730768079,0.001399899647101653,Forest,NA
norbob,0.09993122644433708,7.811131006248797e-4,Forest,NA
norcar,0.10004368774073158,3.783508826476792e-4,Forest,NA
norfli,0.0999935351175232,2.0670402946019778e-4,Forest,NA
norgos,0.0998536931237693,5.086796283112052e-4,Forest,NA
norhar2,0.09997167668403081,3.99373843979089e-4,Habitat Generalist,NA
normoc,0.1000378259195531,4.991831436394477e-4,Habitat Generalist,NA
norpar,0.10009388015973697,7.170453170471019e-4,Forest,NA
norpin,0.09986058673920048,0.0014044273733811279,Water/wetland,NA
norsho,0.10036563047008241,0.0026541974106610395,Water/wetland,NA
norshr4,0.09996201391141478,4.3555086244144637e-4,Water/wetland,NA
norwat,0.09996653179314238,5.337411654252535e-4,Forest,NA
nrwswa,0.09983253266789241,9.070558668110546e-4,Habitat Generalist,NA
nstspa,0.09978663798157818,0.0014301237702311444,Water/wetland,NA
nswowl,0.10000640926037087,8.210310344539072e-4,Forest,NA
nutwoo,0.10006425561889046,0.002767149243716808,Forest,NA
oaktit,0.09957673351001176,0.0029301789301641483,Forest,NA
olispa,0.10022568178945676,0.0031465430025230286,Aridlands,NA
olsfly,0.0999180606384997,3.8044627234060677e-4,Forest,Tipping Point
orcori,0.09995846913935495,5.590156904071974e-4,Forest,NA
orcwar,0.09993087723843315,2.7538783329842623e-4,Forest,NA
osprey,0.09925924499290752,0.0013371166799036622,Water/wetland,NA
ovenbi1,0.10012884503848385,8.868159653202918e-4,Forest,NA
pacwre1,0.09873312769110294,0.0012374533652019261,Forest,NA
pagplo,0.09798667422778981,0.002593239670450646,Water/wetland,NA
paibun,0.10008028701360876,0.0011102754185201174,Forest,NA
palwar,0.10011013758737831,8.573124331251057e-4,Forest,NA
pasfly,0.10008712609914866,0.0014035881516531884,Forest,NA
pecsan,0.09979908212864225,0.002231367188977726,Water/wetland,Tipping Point
perfal,0.09883874364870249,6.665989347930308e-4,Habitat Generalist,NA
phaino,0.09963330891485257,0.00196123539860416,Aridlands,NA
phivir,0.10004181253298566,5.482751977768637e-4,Forest,NA
pibgre,0.10008997788148244,8.324305514808433e-4,Water/wetland,NA
pilwoo,0.10010702515900735,6.19657959690532e-4,Forest,NA
pingro,0.09982631648657705,6.437844603008997e-4,Forest,NA
pinjay,0.10015863659260808,0.001746542970101806,Forest,Tipping Point
pinsis,0.09997500017302484,4.5380899747204646e-4,Forest,NA
pinwar,0.10015139317604872,7.552158835150979e-4,Forest,NA
plsvir,0.1000236172501488,0.0012317831546122034,Forest,NA
prafal,0.10002607831994789,4.56182589630504e-4,Aridlands,NA
prawar,0.100262476218507,9.88296735554392e-4,Forest,Tipping Point
prowar,0.09988768807505628,0.0014034675298410758,Forest,NA
purfin,0.10005774620816432,5.439300307156132e-4,Forest,NA
purgal2,0.10034186121167483,0.0050384862976440205,Water/wetland,NA
purmar,0.0974099936953775,0.017603320120856903,Habitat Generalist,NA
pursan,0.09109629857031137,0.0223111370165518,Water/wetland,NA
pygnut,0.10042218380855161,0.0027415642417431547,Forest,NA
pyrrhu,0.1001291387404426,0.002202025817587547,Aridlands,NA
rebmer,0.09756310715819902,0.009309338359566911,Water/wetland,NA
rebnut,0.10006910776877463,6.447307379626447e-4,Forest,NA
rebsap,0.09995292140512163,0.0015269706024097069,Forest,NA
rebwoo,0.10003394770363587,4.106185853132515e-4,Forest,NA
recwoo,0.09993612093720847,0.005598107248571697,Forest,NA
redcro,0.09988064646129065,7.012904441587179e-4,Forest,NA
redhea,0.09898888529514696,0.004847143029548869,Water/wetland,NA
redkno,0.09448985308350713,0.023860352154622903,Water/wetland,Tipping Point
reevir1,0.10008660292067889,5.288084845980874e-4,Forest,NA
refwar,0.09941584546646012,0.00651665155966398,Forest,NA
rehwoo,0.09997390426677098,5.360275250987723e-4,Forest,Tipping Point
rengre,0.09739399374273222,0.0026895985360106834,Water/wetland,NA
renpha,0.0991871969127762,0.009318919970974872,Water/wetland,NA
rensap,0.09998679081408397,7.031102742902249e-4,Forest,NA
reshaw,0.10009449016618234,5.240805144235322e-4,Forest,NA
rethaw,0.10001667673117218,2.56297748682798e-4,Habitat Generalist,NA
retloo,0.0945150226935785,0.0054371575132787274,Water/wetland,NA
rewbla,0.1000450489846043,0.003941777817619169,Habitat Generalist,NA
ribgul,0.09933214897910382,0.0023026464223285564,Water/wetland,NA
rinduc,0.10012328737387342,0.001423753478016387,Water/wetland,NA
robgro,0.10002443922902263,5.644258409165068e-4,Forest,NA
rocsan,0.09832641465697158,0.011281031910489084,Water/wetland,Tipping Point
rocwre,0.09994859738874012,6.780052384260963e-4,Aridlands,NA
rolhaw,0.099990609801092,4.971985323678452e-4,Water/wetland,NA
rosgoo,0.10030272939826759,0.0029491293992074358,Water/wetland,NA
rosspo1,0.0992061004587879,0.0032528741856374405,Water/wetland,NA
rthhum,0.10003689730853713,4.5264661427792634e-4,Forest,NA
ruckin,0.09997531837368853,2.2459336068955332e-4,Forest,NA
rucspa,0.09973161553533946,0.0020835027126998792,Aridlands,NA
rudduc,0.10005416431824043,0.0026513249299908175,Water/wetland,NA
rudtur,0.09540305218654217,0.0073973199028102305,Water/wetland,Tipping Point
rufgro,0.10016634851408211,0.001300803920286651,Forest,NA
rufhum,0.09998387999918641,8.218656072077475e-4,Forest,Tipping Point
rusbla,0.09993503925049971,6.72847649978207e-4,Forest,NA
saggro,0.10025389627852159,0.00198218776725732,Aridlands,Tipping Point
sagspa1,0.10001592963878721,0.0011630134544735656,Aridlands,NA
sagthr,0.1000125840440278,8.151458627476347e-4,Aridlands,NA
sancra,0.09963879153818664,0.0018678237429905612,Water/wetland,NA
sander,0.0966712973865943,0.00784987141032363,Water/wetland,NA
savspa,0.09985452074968261,4.116985060705784e-4,Grasslands,NA
saypho,0.10000134308387458,5.664217184077072e-4,Habitat Generalist,NA
scaqua,0.10000047663328815,0.0018499638959214642,Aridlands,NA
scatan,0.10001891992337807,8.428896533932658e-4,Forest,NA
scoori,0.09986089153633819,0.0013676508342780214,Forest,NA
sctfly,0.10005298173388676,0.0011342588808858005,Grasslands,NA
sedwre1,0.10010267929146215,8.561438793156013e-4,Grasslands,NA
semplo,0.09901600054458576,0.00484577933713425,Water/wetland,NA
semsan,0.09978557005013228,0.004241234238646015,Water/wetland,Tipping Point
shbdow,0.09892915150087245,0.010975149018992601,Water/wetland,Tipping Point
sheowl,0.10001007809850644,7.399612217054263e-4,Habitat Generalist,NA
shshaw,0.09995897044647636,3.188623126623562e-4,Forest,NA
shtgro,0.10005980408551438,0.0012441717132207232,Grasslands,NA
smilon,0.09998138967342964,0.002398212911332927,Water/wetland,NA
snobun,0.09962347047610846,8.964706680797295e-4,Water/wetland,NA
snoegr,0.09954469295423604,0.003653515901156593,Water/wetland,NA
snogoo,0.10009893928363871,0.001623284085316942,Water/wetland,NA
snoowl1,0.09889714295650381,0.0019394672119183876,Water/wetland,Tipping Point
solsan,0.0999836838205458,5.486389781686104e-4,Water/wetland,NA
sonspa,0.09997121956674894,2.5667129152926165e-4,Habitat Generalist,NA
soogro1,0.09998035598913248,0.0026412420681413674,Forest,NA
sora,0.10016225349675129,7.826731050785817e-4,Water/wetland,NA
sposan,0.09990194205201966,4.2222451273844243e-4,Water/wetland,NA
spotow,0.10000354079729926,4.891978542839601e-4,Forest,NA
sprgro,0.09977930346450647,0.0010745360742274346,Forest,NA
sprpip,0.1000335167600792,0.0011882171812568419,Grasslands,Tipping Point
steeid,0.09027509096842792,0.006792322126778927,Water/wetland,NA
stejay,0.10000384935738879,0.001062724791310828,Forest,NA
stisan,0.10021290818221013,0.0018423755004536488,Water/wetland,Tipping Point
sumtan,0.10006201253435922,0.00058317417494295335,Forest,NA
surfbi,0.09124915744015595,0.005414666893907892,Water/wetland,Tipping Point
sursco,0.08768010962470449,0.005582453923371214,Water/wetland,NA
swahaw,0.10026397146606314,0.0014470950178942352,Grasslands,NA
swaspa,0.10001173407105804,5.037071350871625e-4,Water/wetland,NA
swathr,0.09997149204444704,4.3291899639350136e-4,Forest,NA
swawar,0.10028648835804777,0.0013596879935260477,Forest,NA
swtkit,0.09999958405817408,0.0040532407720593674,Forest,NA
tenwar,0.10002308454480076,5.045724516377991e-4,Forest,NA
towsol,0.09998550946684129,6.15456981402573e-4,Forest,NA
towwar,0.09998119896898026,8.037692642045069e-4,Forest,NA
treswa,0.10038015518346541,0.018791742931230614,Habitat Generalist,NA
tribla,0.10178561255225134,0.013231913687993617,Water/wetland,Tipping Point
triher,0.09728912416437785,0.01691794968406856,Water/wetland,NA
truswa,0.09999758746611785,0.0014344373863767047,Water/wetland,NA
tuftit,0.10009890982537221,5.492693316058012e-4,Forest,NA
tunswa,0.09981602556257159,0.002554080106503832,Water/wetland,NA
turvul,0.10003402901450203,3.3155534544291774e-4,Habitat Generalist,NA
uplsan,0.1000630527753649,7.412650403670611e-4,Grasslands,NA
varbun,0.09976518846567416,0.003848458350121336,Aridlands,NA
varthr,0.09976413144982393,8.448683595424874e-4,Forest,NA
vauswi,0.10082265445764677,0.004395093768269931,Forest,NA
veery,0.10010539906236308,9.448439417181208e-4,Forest,NA
verdin,0.09984280008636809,0.0015848094673957746,Aridlands,NA
verfly,0.09994877825365968,0.0017297931106527282,Aridlands,NA
